Species ID,Legacy ID,Botanical Name,Common Name,Family,Native Status,Plant Type,Life Cycle,Sun,Soil Moisture,Urban Toughness,Evidence Level,Primary References,record_status,evidence_status,poc_caveat
BCNPPD-0462,CDF-0462,Viburnum rafinesquianum,Downy Arrow wood Zone 3 20+,,Pending review,,,,,,Pending review,SRC-0421,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0484,CDF-0484,Viburnum trilobum,Highbush Cranberry Zone 3 40+,,Pending review,,,,,,Pending review,SRC-0451,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0250,CDF-0250,Vicia americana,American Vetch,,Pending review,,,,,,Pending review,SRC-0247,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0049,CDF-0049,Vicia nigricans,black vetch,,Pending review,,,,,,Pending review,SRC-0025;SRC-0031,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0008,CDF-0008,Viola adunca,Early Blue Violet,Violaceae,Native in BC,,Perennial,Sun to part shade,Dry to mesic,5,C,SRC-0011;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0375,CDF-0375,Viola cornuta,Johnny Jump-Up,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0009,CDF-0009,Viola glabella,Stream Violet,Violaceae,Native in BC,,Perennial,Part shade to shade,Moist,3,C,SRC-0012;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0233,CDF-0233,Viola praemorsa,Canary Violet,,Pending review,,,,,,Pending review,SRC-0225,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0319,CDF-0319,West coast,Native Bee Lawn,,Pending review,,,,,,Pending review,SRC-0330,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0159,CDF-0159,Western buttercup,Ranunculus occidentalis,,Pending review,,,,,,Pending review,SRC-0142,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0160,CDF-0160,Western fescue,Festuca occidentalis,,Pending review,,,,,,Pending review,SRC-0143,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0161,CDF-0161,Western rush,Juncus occidentalis,,Pending review,,,,,,Pending review,SRC-0144,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0162,CDF-0162,Western yellow cress,Rorippa curvisiliqua,,Pending review,,,,,,Pending review,SRC-0145,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0163,CDF-0163,White fawn lily,Erythronium oregonum,,Pending review,,,,,,Pending review,SRC-0146,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0164,CDF-0164,Woolly sunflower,Eriophyllum lanatum,,Pending review,,,,,,Pending review,SRC-0147,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0320,CDF-0320,Wyethia angustifolia,Mule's Ears,,Pending review,,,,,,Pending review,SRC-0331,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0284,CDF-0284,Xerophyllum tenax,Beargrass,,Pending review,,,,,,Pending review,SRC-0285,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0165,CDF-0165,Yellow monkey-flower,Erythranthe guttata,,Pending review,,,,,,Pending review,SRC-0148,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0166,CDF-0166,Yellow-eyed grass,Sisyrinchium californicum,,Pending review,,,,,,Pending review,SRC-0149,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0471,CDF-0471,Zizia aptera,Heart Leaved Alexander,,Pending review,,,,,,Pending review,SRC-0436,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
